smiles,group
C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,training
C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,test
C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,training
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,test
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,training
C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,test
C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,training
C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,test
C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,training
C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,test
C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,training
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,test
C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,training
C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,test
C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,training
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,test
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,training
C1=CC=C2C(=C1)C=NN=C2NN,test
C1=CC=C2C(=C1)C=NN=C2NN,training
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,test
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,training
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,test
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,training
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,test
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,training
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,test
C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,training
C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O,test
C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O,training
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O[C@@H]3[C@H](O[C@H]([C@@H]3O)N4C=CC(=O)NC4=O)CO)O)O,test
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O[C@@H]3[C@H](O[C@H]([C@@H]3O)N4C=CC(=O)NC4=O)CO)O)O,training
C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,test
C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,training
C1=CN=C(C=N1)C(=O)N,test
C1=CN=C(C=N1)C(=O)N,training
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,test
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,training
C1=CN=C(N=C1)[NH2+]S(=[OH+])(=O)C2=CC=C(C=C2)N.[Ag+],test
C1=CN=C(N=C1)[NH2+]S(=[OH+])(=O)C2=CC=C(C=C2)N.[Ag+],training
C1=CN=CC=C1C(=O)NN,test
C1=CN=CC=C1C(=O)NN,training
C1=CN=CC=C1N,test
C1=CN=CC=C1N,training
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,test
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,training
C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,test
C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,training
C1=CO[C@@H]([C@H]([C@@H]1O)O)C(=O)O.Cl,test
C1=CO[C@@H]([C@H]([C@@H]1O)O)C(=O)O.Cl,training
C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,test
C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,training
C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,test
C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,training
C1=NC(=O)NC(=C1F)N,test
C1=NC(=O)NC(=C1F)N,training
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,test
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,training
C1=NC2=C(C(=N1)N)N=CN2CCOCP(=O)(O)O,test
C1=NC2=C(C(=N1)N)N=CN2CCOCP(=O)(O)O,training
C1=NC2=C(N1)C(=S)N=C(N2)N,test
C1=NC2=C(N1)C(=S)N=C(N2)N,training
C1=NC2=C(N1)C(=S)N=CN2,test
C1=NC2=C(N1)C(=S)N=CN2,training
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F,test
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F,training
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(N=C2N)F,test
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(N=C2N)F,training
C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,test
C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,training
C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N,test
C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N,training
C1=NC2=C(N1COCCO)NC(=NC2=O)N,test
C1=NC2=C(N1COCCO)NC(=NC2=O)N,training
C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,test
C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,training
C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,test
C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,training
C1C(=O)N=C(N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-],test
C1C(=O)N=C(N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-],training
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],test
C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],training
C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,test
C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,training
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,test
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,training
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,test
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,training
C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,test
C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,training
C1C(C(=O)NO1)N,test
C1C(C(=O)NO1)N,training
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,test
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,training
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,test
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,training
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,test
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,training
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,test
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,training
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,test
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,training
C1C(C(C(C(N1CCO)CO)O)O)O,test
C1C(C(C(C(N1CCO)CO)O)O)O,training
C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,test
C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,training
C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,test
C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,training
C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,test
C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,training
C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O,test
C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O,training
C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,test
C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,training
C1C(C1N)C2=CC=CC=C2,test
C1C(C1N)C2=CC=CC=C2,training
C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,test
C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,training
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],test
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],training
C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,test
C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,training
C1C(O1)CCl.C(CNCCNCCNCCN)N,test
C1C(O1)CCl.C(CNCCNCCNCCN)N,training
C1C(OC(S1)CO)N2C=CC(=NC2=O)N,test
C1C(OC(S1)CO)N2C=CC(=NC2=O)N,training
C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31,test
C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31,training
C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,test
C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,training
C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,test
C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,training
C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,test
C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,training
C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,test
C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,training
C1C2CC3CC1CC(C2)(C3)N,test
C1C2CC3CC1CC(C2)(C3)N,training
C1C2CNCC1C3=CC4=NC=CN=C4C=C23,test
C1C2CNCC1C3=CC4=NC=CN=C4C=C23,training
C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,test
C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,training
C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],test
C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],training
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,test
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,training
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,test
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,training
C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,test
C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,training
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,test
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,training
C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],test
C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],training
C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,test
C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,training
C1CC(C2=CC=CC=C2C1)C3=NCCN3,test
C1CC(C2=CC=CC=C2C1)C3=NCCN3,training
C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,test
C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,training
C1CC(CCC1CN)C(=O)O,test
C1CC(CCC1CN)C(=O)O,training
C1CC(CCC1OP(=O)([O-])OC[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[Na+].[Na+].[Gd+3],test
C1CC(CCC1OP(=O)([O-])OC[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[Na+].[Na+].[Gd+3],training
C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,test
C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,training
C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,test
C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,training
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N.C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,test
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N.C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,training
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,test
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,training
C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,test
C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,training
C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,test
C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,training
C1CC(OC1CO)N2C=CC(=NC2=O)N,test
C1CC(OC1CO)N2C=CC(=NC2=O)N,training
C1CC(OC1CO)N2C=NC3=C2NC=NC3=O,test
C1CC(OC1CO)N2C=NC3=C2NC=NC3=O,training
C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,test
C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,training
C1CC1C2=NC3=CC=CC=C3C(=C2C=C[C@H](C[C@H](CC(=O)O)O)O)C4=CC=C(C=C4)F,test
C1CC1C2=NC3=CC=CC=C3C(=C2C=C[C@H](C[C@H](CC(=O)O)O)O)C4=CC=C(C=C4)F,training
C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,test
C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,training
C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,test
C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,training
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,test
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,training
C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N,test
C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N,training
C1CC1NC2=NC(=NC3=C2N=CN3[C@@H]4C[C@@H](C=C4)CO)N.C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,test
C1CC1NC2=NC(=NC3=C2N=CN3[C@@H]4C[C@@H](C=C4)CO)N.C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,training
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,test
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,training
C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,test
C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,training
C1CC2=CC=CC=C2N(C(=O)[C@H]1N[C@H](CCC3=CC=CC=C3)C(=O)O)CC(=O)O,test
C1CC2=CC=CC=C2N(C(=O)[C@H]1N[C@H](CCC3=CC=CC=C3)C(=O)O)CC(=O)O,training
C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,test
C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,training
C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,test
C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,training
C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],test
C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],training
C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,test
C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,training
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,test
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,training
C1CCC(CC1)(CC(=O)O)CN,test
C1CCC(CC1)(CC(=O)O)CN,training
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,test
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,training
C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,test
C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,training
C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,test
C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,training
C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,test
C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,training
C1CCC(CC1)NC(=O)N(CCCl)N=O,test
C1CCC(CC1)NC(=O)N(CCCl)N=O,training
C1CCC(CC1)[C@@H]2C[C@H](N(C2)C(=O)CP(=O)(CCCCC3=CC=CC=C3)O)C(=O)O,test
C1CCC(CC1)[C@@H]2C[C@H](N(C2)C(=O)CP(=O)(CCCCC3=CC=CC=C3)O)C(=O)O,training
C1CCC(CC1)[C@@H]2C[C@H](NC2)C(=O)O,test
C1CCC(CC1)[C@@H]2C[C@H](NC2)C(=O)O,training
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,test
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,training
C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,test
C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,training
C1CCC2=C(C1)C=CC=C2NC3=NCCN3,test
C1CCC2=C(C1)C=CC=C2NC3=NCCN3,training
C1CCN(C1)CCOC2=CC=C(C=C2)[C@H]3[C@H](CCC4=C3C=CC(=C4)O)C5=CC=CC=C5,test
C1CCN(C1)CCOC2=CC=C(C=C2)[C@H]3[C@H](CCC4=C3C=CC(=C4)O)C5=CC=CC=C5,training
C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,test
C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,training
C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,test
C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,training
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,test
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,training
C1CCN(C[C@@H](C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F,test
C1CCN(C[C@@H](C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F,training
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,test
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,training
C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,test
C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,training
C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,training
C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,test
C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,training
C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,test
C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,training
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,test
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,training
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,test
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,training
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,test
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,training
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,test
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,training
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,test
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,training
C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,test
C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,training
C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,test
C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,training
C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O,test
C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O,training
C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])[C@H](CO)[C@@H](CO)O)CC(=O)[O-].[Gd+3],test
C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])[C@H](CO)[C@@H](CO)O)CC(=O)[O-].[Gd+3],training
C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,test
C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,training
